state_abbr,year,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,total_crime,crime_rate
TX,1999,20044141,112306,1217,7614,29405,74070,896261,190362,613862,92037,2017134,10.06345944
TX,2000,20851820,113653,1238,7856,30257,74302,919658,188975,637522,93161,2066622,9.910990983
TX,2001,21370983,122155,1332,8169,35348,77306,976654,204362,669625,102667,2197618,10.28318632
TX,2002,21736925,126018,1302,8508,37580,78628,1004274,212602,688992,102680,2260584,10.39974145
TX,2003,22103374,122246,1422,8025,37017,75782,1016735,219877,698644,98214,2277962,10.30594696
TX,2004,22471549,121554,1364,8388,35817,75985,1010702,220118,696507,94077,2264512,10.07724034
TX,2005,22928508,121091,1407,8511,35790,75383,990293,219828,677042,93423,2222768,9.694342083
TX,2006,23507783,121602,1386,8429,37256,74531,959846,215710,648711,95425,2162896,9.200765551
TX,2007,23904380,122014,1419,8460,38778,73357,985421,228320,663101,94000,2214870,9.265540457
TX,2008,24326974,123585,1370,8055,37739,76421,969865,230046,654435,85384,2186900,8.989609641
TX,2009,24782302,121684,1330,8311,38022,74021,995082,240058,678455,76569,2233532,9.012609079
TX,2010,25253466,113231,1249,7622,32843,71517,951246,228597,654626,68023,2128954,8.430343779
TX,2011,25631778,104734,1130,7486,28620,67498,892810,215755,613131,63924,1995088,7.783650436
TX,2012,26060796,106475,1148,7715,30385,67227,876459,205002,606425,65032,1965868,7.543391998
TX,2013,26505637,108757,1140,7610,31810,65351,862289,191062,605440,65787,1939246,7.316353121
TX,2014,26979078,109711,1192,8400,31021,65862,813515,168085,577018,68412,1843216,6.832019982
TX,2015,27429639,113193,1317,12323,31924,67629,779234,153067,558653,67514,1784854,6.507026943
TX,2016,27862596,121042,1478,13367,33317,72880,768947,148740,551151,69056,1779978,6.388414059
UT,1995,1951000,6415,76,834,1309,4196,112417,15623,89202,7592,237664,12.18165044
UT,1996,2000000,6638,63,836,1377,4362,113079,16965,87542,8572,239434,11.9717
UT,1997,2059000,6878,50,977,1408,4443,116569,18335,89090,9144,246894,11.99096649
UT,1998,2100000,6599,65,875,1385,4274,109025,17070,84255,7700,231248,11.01180952
UT,1999,2129836,5869,44,806,1158,3861,100130,14592,78156,7382,211998,9.953724137
UT,2000,2233169,5711,43,863,1242,3563,94247,14348,73438,6461,199916,8.952121402
UT,2001,2278712,5314,67,896,1197,3154,90993,13804,70676,6513,192614,8.452757523
UT,2002,2318789,5488,47,943,1140,3358,97641,15124,74795,7722,206258,8.89507411
UT,2003,2352119,5889,60,919,1258,3652,100084,16961,75321,7802,211946,9.010853618
UT,2004,2420708,5647,46,967,1236,3398,97762,15225,74889,7648,206818,8.543698786
UT,2005,2490334,5612,56,920,1095,3541,95546,14971,72082,8493,202316,8.12405083
UT,2006,2550063,5771,51,891,1242,3587,89572,14721,66480,8371,190686,7.47769761
UT,2007,2645330,6347,59,935,1425,3928,93082,15594,68573,8915,198858,7.51732298
UT,2008,2736424,6165,41,915,1421,3788,92373,14766,70299,7308,197076,7.201954083
UT,2009,2784572,5998,39,941,1304,3714,91751,15258,69556,6937,195498,7.020755793
UT,2010,2775479,5925,53,983,1269,3620,88316,15095,67242,5979,188482,6.790971937
UT,2011,2814347,5547,50,901,1079,3517,84084,13170,64727,6187,179262,6.369577028
UT,2012,2854871,5939,52,975,1105,3807,86284,13095,67157,6032,184446,6.460747263
UT,2013,2902787,6644,51,926,1247,3824,88334,13727,67115,7492,189360,6.523385974
UT,2014,2944498,6464,66,1114,1313,3538,85473,11656,66487,7330,183441,6.229958383
UT,2015,2990632,7138,57,1704,1329,4048,89797,12606,68464,8727,193870,6.482576258
UT,2016,3051217,7407,72,1520,1541,4274,90058,12836,67834,9388,194930,6.388598385
VT,1995,585000,692,13,165,64,450,19395,4451,14150,794,40174,6.867350427
VT,1996,589000,714,11,159,91,453,16973,3964,12124,885,35374,6.005772496
VT,1997,589000,705,9,156,79,461,15953,3611,11542,800,33316,5.656366723
VT,1998,591000,628,13,163,56,396,17924,3966,13084,874,37104,6.278172589
VT,1999,593740,676,17,136,65,458,16059,3537,11610,912,33470,5.637147573
VT,2000,608827,691,9,140,117,425,17494,3501,13184,809,36370,5.973782372
VT,2001,612978,644,7,107,107,423,16334,3150,12426,758,33956,5.539513653
VT,2002,616408,658,13,126,77,442,14942,3489,10684,769,31200,5.061582588
VT,2003,619343,707,15,126,62,504,13803,3017,10132,654,29020,4.685610397
VT,2004,621233,713,16,160,78,459,14559,3435,10537,587,30544,4.916673776
VT,2005,622387,782,8,153,76,545,14749,3185,10894,670,31062,4.990785476
VT,2006,623908,905,14,173,114,604,14920,3443,10857,620,31650,5.072863307
VT,2007,621254,802,13,128,79,582,14702,3200,10853,649,31008,4.991195228
VT,2008,621270,854,17,133,93,611,15903,3515,11802,586,33514,5.394433982
VT,2009,621760,837,8,132,111,586,15010,3471,11090,449,31694,5.09746526
VT,2010,625909,820,7,141,76,596,14160,3348,10373,439,29960,4.786638313
VT,2011,626592,925,11,146,99,669,15086,3838,10720,528,32022,5.110502528
VT,2012,625953,891,8,131,114,638,15653,4179,11014,460,33088,5.286019877
VT,2013,626855,775,10,113,75,554,13882,3352,10193,337,29291,4.672691452
VT,2014,626767,643,10,85,72,444,9721,2092,7375,254,20696,3.302024516
VT,2015,626088,747,10,150,105,482,9064,2034,6834,196,19622,3.134064221
VT,2016,624594,989,14,178,106,691,10602,2103,8217,282,23182,3.711531011
VA,1995,6618000,23921,503,1799,8718,12901,240084,39388,181333,19363,528010,7.978392264
VA,1996,6675000,22782,500,1783,8181,12318,242100,39255,184237,18608,529764,7.936539326
VA,1997,6734000,23249,488,1819,8384,12558,237773,38475,180406,18892,522044,7.752361152
VA,1998,6791000,22115,422,1810,7171,12712,226461,38094,170012,18355,497152,7.320748049
VA,1999,6872912,21626,392,1720,6947,12567,210260,32411,159896,17953,463772,6.747823921
VA,2000,7078515,19943,401,1616,6295,11631,194405,30434,146158,17813,428696,6.056298532
VA,2001,7196750,20939,364,1770,6860,11945,207506,31604,157060,18842,456890,6.348560114
VA,2002,7287829,21256,388,1839,6961,12068,207783,31757,157548,18478,458078,6.285520695
VA,2003,7365284,20490,416,1807,6713,11554,200449,29105,153367,17977,441878,5.999469946
VA,2004,7481332,20608,390,1816,6899,11503,200368,28759,154154,17455,441952,5.907397239
VA,2005,7564327,21434,458,1763,7495,11718,200404,29829,154584,15991,443676,5.865373086
VA,2006,7642884,21683,403,1829,7779,11672,190257,32166,143292,14799,423880,5.546073969
VA,2007,7712091,21035,415,1793,7696,11131,191763,32028,145634,14101,425596,5.518555214
VA,2008,7769089,20031,370,1794,7470,10397,196726,32188,151191,13347,433514,5.579984989
VA,2009,7882590,18195,370,1572,6342,9911,194020,31956,150374,11690,424430,5.384397768
VA,2010,8023953,17184,376,1580,5678,9550,187403,30804,145990,10609,409174,5.099406739
VA,2011,8104384,16014,304,1591,5425,8694,182902,30656,142476,9770,397832,4.908849334
VA,2012,8186628,15676,322,1505,4718,9131,178434,29651,139654,9129,388220,4.742123375
VA,2013,8270345,16355,320,1476,4574,9111,171558,26717,136215,8626,374952,4.533692367
VA,2014,8328098,16522,350,1687,4294,9462,161934,23210,131001,7723,356183,4.276882909
VA,2015,8367587,16705,390,2499,4459,9357,157803,21542,128064,8197,349016,4.171047161
VA,2016,8411808,18302,484,2737,4803,10278,156412,20018,126606,9788,349428,4.154017781
WA,1995,5431000,26300,275,3214,7209,15602,314213,59265,224861,30087,681026,12.53960597
WA,1996,5533000,23857,255,2828,6587,14187,303111,58512,215706,28893,653936,11.81883246
WA,1997,5610000,24724,244,2885,6734,14864,307742,62064,213823,31855,664935,11.8526738
WA,1998,5689000,24380,224,2740,6577,14839,309419,60446,213773,35200,667598,11.7348919
WA,1999,5756361,21716,171,2711,5808,13026,280793,54652,192334,33807,605018,10.5104249
WA,2000,5894121,21788,196,2737,5812,13043,279144,53476,190650,35018,601864,10.21125966
WA,2001,5993390,21258,179,2600,5934,12545,287234,53024,195133,39077,616984,10.29440767
WA,2002,6067060,20964,184,2734,5797,12249,288967,54948,193526,40493,619862,10.21684308
WA,2003,6131298,21272,182,2863,5718,12509,291542,58271,192653,40618,625628,10.20384264
WA,2004,6207046,21330,190,2857,5866,12417,300837,60632,196972,43233,644334,10.38068672
WA,2005,6291899,21745,205,2811,5788,12941,307661,60343,198031,49287,658812,10.47079745
WA,2006,6395798,22303,197,2748,6424,12934,288456,58843,183179,46434,621518,9.717598961
WA,2007,6468424,21768,174,2653,6079,12862,261776,52874,170782,38120,567088,8.767019602
WA,2008,6549224,21888,193,2653,6419,12623,249283,53136,167013,29134,542342,8.281011613
WA,2009,6664195,22412,190,2583,6711,12928,245215,53047,168421,23747,535254,8.031787785
WA,2010,6742950,21138,154,2579,5929,12476,249426,55192,168490,25744,541128,8.025092875
WA,2011,6823267,20152,163,2320,5627,12042,244209,56561,162828,24820,528722,7.748810064
WA,2012,6895318,20553,217,2250,5801,12285,254377,61376,166338,26663,549860,7.97439654
WA,2013,6973742,20223,167,2072,5829,11623,259139,58487,172227,28425,558192,8.004196312
WA,2014,7063166,20185,178,1999,5641,11586,261257,55381,175317,30559,562103,7.958230063
WA,2015,7160290,20505,218,2778,5450,12059,249474,51114,171393,26967,539958,7.541007417
WA,2016,7288000,22023,195,3077,5651,13100,254653,49180,173187,32286,553352,7.592645445
WV,1995,1828000,3842,89,388,781,2584,41093,10329,27724,3040,89870,4.916301969
WV,1996,1826000,3836,69,358,737,2672,41510,9979,28300,3231,90692,4.966703176
WV,1997,1816000,3971,75,355,782,2759,40868,10647,26934,3287,89678,4.938215859
WV,1998,1811000,4503,78,339,676,3410,41627,11110,27127,3390,92260,5.094422971
WV,1999,1806928,6336,79,337,661,5259,42825,10303,28760,3762,98322,5.441390028
WV,2000,1808344,5723,46,331,749,4597,41344,9890,28139,3315,94134,5.205536115
WV,2001,1800975,5035,40,320,707,3968,41085,9601,28268,3216,92240,5.121670206
WV,2002,1804884,4221,57,328,657,3179,41099,9677,27524,3898,90640,5.021929387
WV,2003,1811440,4627,73,311,701,3542,42370,10498,28409,3463,93994,5.18891048
WV,2004,1812548,5110,68,346,774,3922,46326,10994,31566,3766,102872,5.675546248
WV,2005,1814083,4968,82,335,816,3735,47757,11334,32603,3820,105450,5.812854208
WV,2006,1818470,5113,80,404,853,3776,47941,11579,32305,4057,106108,5.83501515
WV,2007,1812035,5016,65,388,847,3716,45620,10822,31321,3477,101272,5.58885452
WV,2008,1814468,5006,67,389,896,3654,45971,10840,31967,3164,101954,5.618947262
WV,2009,1819777,5554,84,470,914,4086,46215,12005,31453,2757,103538,5.689598231
WV,2010,1854368,5586,58,362,776,4390,41301,10778,28104,2419,93774,5.056925055
WV,2011,1854908,5497,87,372,802,4236,39009,10245,26656,2108,89012,4.798728562
WV,2012,1856680,5943,70,415,835,4623,44500,11466,30800,2234,100886,5.433677317
WV,2013,1853595,5657,62,367,653,4242,39929,9908,28055,1966,90839,4.900692978
WV,2014,1848751,5850,84,417,655,4517,38282,9368,26954,1960,88087,4.76467626
WV,2015,1841053,6397,85,710,783,4819,38694,9467,26984,2243,90182,4.898392387
WV,2016,1831102,6557,81,657,720,5099,37487,9301,25677,2509,88088,4.810655004
WI,1995,5123000,14399,219,1194,5384,7602,184665,31416,134623,18626,398128,7.771383955
WI,1996,5160000,13039,204,1086,4982,6767,184143,30356,135941,17846,394364,7.642713178
WI,1997,5170000,13988,205,1048,5214,7521,176145,29503,131002,15640,380266,7.355241779
WI,1998,5224000,13009,190,1037,4474,7308,172084,29740,128134,14210,370186,7.086255743
WI,1999,5250446,12908,179,1055,4449,7225,160154,25633,120702,13819,346124,6.592278066
WI,2000,5363675,12700,169,1165,4537,6829,159424,25183,119605,14636,344248,6.418136819
WI,2001,5405947,12486,192,1142,4444,6708,166924,26927,125275,14722,358820,6.637504955
WI,2002,5439692,12238,154,1237,4713,6134,164749,27926,123365,13458,353974,6.507243425
WI,2003,5474290,12104,183,1202,4397,6322,157684,26546,118775,12363,339576,6.203105791
WI,2004,5503533,11548,154,1136,4067,6191,146710,23854,111482,11374,316516,5.751142039
WI,2005,5527644,13367,206,1135,4555,7471,147556,24448,110531,12577,321846,5.822480608
WI,2006,5556506,15899,165,1233,5564,8937,156748,27038,115682,14028,345294,6.21422887
WI,2007,5601640,16330,185,1227,5480,9438,159305,27890,117957,13458,351270,6.270842111
WI,2008,5627967,15507,146,1128,5163,9070,155456,27459,116456,11541,341926,6.075479831
WI,2009,5654774,14650,146,1118,4904,8482,147692,26813,111947,8932,324684,5.741767929
WI,2010,5691659,14167,155,1191,4516,8305,142781,26636,107993,8152,313896,5.515017678
WI,2011,5709843,14268,138,1190,4600,8340,139912,27167,104472,8273,308360,5.400498753
WI,2012,5724554,16254,169,1228,4692,10165,140780,27931,104619,8230,314068,5.486331337
WI,2013,5742953,16118,163,1308,4834,9285,125694,24358,93946,7390,283096,4.929450058
WI,2014,5759432,16763,159,1216,5101,9826,120535,21375,89255,9905,274135,4.759757559
WI,2015,5767891,17549,240,1805,5234,10270,114171,19602,83572,10997,263440,4.567353995
WI,2016,5778708,17679,229,1979,4706,10765,111720,19425,82337,9958,258798,4.478475119
WY,1995,480000,1220,10,165,86,959,19517,2938,15774,805,41474,8.640416667
WY,1996,481000,1201,16,140,98,947,19261,3184,15408,669,40924,8.508108108
WY,1997,480000,1225,17,137,85,986,18843,2998,15198,647,40136,8.361666667
WY,1998,481000,1191,23,133,78,957,17124,2696,13759,669,36630,7.615384615
WY,1999,479602,1115,11,137,74,893,15468,2349,12523,596,33166,6.915317284
WY,2000,493782,1316,12,160,70,1074,14969,2078,12318,573,32570,6.596028207
WY,2001,493754,1272,9,153,84,1026,16120,2481,12943,696,34784,7.044803688
WY,2002,498830,1364,15,148,93,1108,16494,2448,13303,743,35716,7.159954293
WY,2003,502111,1314,14,136,84,1080,16648,2611,13239,798,35924,7.154593307
WY,2004,505887,1163,11,112,67,973,16889,2738,13352,799,36104,7.136771651
WY,2005,508798,1172,14,122,78,958,16070,2426,12905,739,34484,6.777542365
WY,2006,515004,1307,13,151,72,1071,15381,2322,12255,804,33376,6.480726363
WY,2007,522830,1344,21,172,84,1067,15053,2365,11875,813,32794,6.272402119
WY,2008,532668,1330,12,185,87,1046,14515,2198,11584,733,31690,5.949296748
WY,2009,544270,1196,11,172,78,935,14243,2176,11310,757,30878,5.673287155
WY,2010,564554,1117,8,162,77,870,13869,2151,11126,592,29972,5.308969558
WY,2011,567356,1245,18,146,71,1010,12878,1864,10493,521,28246,4.978531998
WY,2012,576626,1161,14,154,61,932,13222,2125,10513,584,28766,4.988675502
WY,2013,583223,1212,17,144,74,917,12809,1956,10275,578,27982,4.797821759
WY,2014,584304,1142,16,127,53,899,11477,1689,9185,603,25191,4.311283168
WY,2015,586555,1300,16,171,59,1054,11151,1762,8797,592,24902,4.245467177
WY,2016,585501,1430,20,205,59,1146,11460,1771,8889,800,25780,4.403066775
